SMILES,database,MolLogP,Acceptor_Count,Donor_Count,NumRotatableBonds,RingCount,MolWt,Experimental IC50 (log10),pdCSM-PPI
C(Cc1cnc2CCCCn12)Nc1ccc(Nc2ccncc2)cc1,ippidb,4.0126,2,2,6,4,333.439,5.52,5.59
C(Cc1c[nH]c2ccccc12)Nc1ccc2N(CCc2c1)c1ccncc1,ippidb,4.9117,1,2,5,5,354.457,8,6.34
CCCN1C(=O)c2ccccc2[C@]1(OCCCO)c1ccc(Cl)cc1,ippidb,3.8059,3,2,7,3,359.853,4.79,5.01
CC(C)CONC(=O)c1nc(-c2cccc(C)c2)n(c1-c1cccc(Cl)c1)-c1cc(Cl)ccc1C,ippidb,7.44734,3,1,7,4,508.449,6.02,5.97
C(Cc1c[nH]c2ccccc12)Nc1ccc2N(CCc2c1)c1ccnc2ccccc12,ippidb,6.0649,1,2,5,6,404.517,6,6.38
CCNC(=O)c1nc(-c2ccc(C)c(C)c2)n(c1-c1cccc(Cl)c1)-c1cc(Cl)ccc1C,ippidb,7.18806,2,1,5,4,478.423,5.65,5.66
CN(C)CCNCc1cc(Nc2ccc(NCCc3c[nH]c4ccccc34)cc2)ccn1,ippidb,4.6123,1,5,11,4,428.584,6.4,6
CC(C)C1=C(SC2=N[C@](C)([C@H](N12)c1ccc(Cl)cc1)c1ccc(Cl)cc1)C(=O)N1[C@H](C)CC[C@H]1C(=O)N1C[C@@H](N)[C@H](F)C1,ippidb,6.123,3,4,5,6,644.644,7.82,7.51
CCN(C1CN(C1)C(=O)CN(C)C)C(=O)C1=C(C(C)C)N2[C@H](c3ccc(Cl)cc3)[C@@](C)(N=C2S1)c1ccc(Cl)cc1,ippidb,5.8568,2,4,8,5,614.643,7.89,7.54
O[C@H]1CCCN(C1)[C@@]1(Cc2cccc(Cl)c2)C(=O)Nc2cc(Cl)ccc12,ippidb,3.8402,2,3,3,4,391.298,8.43,5.74
Fc1ccc(cc1Cl)-c1c(nc(-c2ccc3sccc3c2)n1-c1cccc(Cl)c1F)-c1nn[nH]n1,ippidb,7.1861,6,3,4,6,525.371,8.59,8.39
Cc1cccc(c1)-c1nc(C(=O)NO)c(-c2cccc(Cl)c2)n1-c1cc(Cl)ccc1C,ippidb,6.24894,3,2,4,4,452.341,6.55,6.08
O[C@H]1CCc2c1nccc2Nc1ccc2N(CCc3coc4ccccc34)CCOc2c1,ippidb,4.9925,3,2,5,6,427.504,5.19,5.64
CC(C)C1=C(SC2=N[C@](C)([C@H](N12)c1ccc(Cl)cc1)c1ccc(Cl)cc1)C(=O)N1CCC[C@H]1c1nnc(C)o1,ippidb,7.29102,3,2,5,6,582.557,8,6.56
OC(=O)c1cccc(c1)S(=O)(=O)N1[C@@H]([C@H](c2ccc(Cl)cc2)n2c1cccc2=O)c1ccc(Cl)cc1,ippidb,5.3929,5,1,5,5,541.412,6.11,6.28
CCOc1ccc(cc1C1=N[C@H]([C@H](N1C(=O)N1CCN(CC(=O)NC)CC1)c1ccc(Cl)cc1)c1ccc(Cl)cc1)S(=O)(=O)N[C@H](C)COC,ippidb,4.7337,6,5,12,5,745.73,7.24,7.31
Fc1c(Cl)cccc1-n1c(nc(-c2nn[nH]n2)c1-c1cc(Cl)ccc1-c1nnno1)-c1ccccc1,ippidb,5.2773,8,3,5,6,520.315,6.49,7.35
COC(=O)c1cc(ccn1)N1CCc2cc(NCCc3c[nH]c4ccccc34)ccc12,ippidb,4.6983,3,2,6,5,412.493,6.52,5.9
Clc1ccc2c(NC(=O)[C@@]2(Cc2cccc(Cl)c2)NC2CCC2)c1,ippidb,4.5256,1,2,4,4,361.272,8.6,5.39
CCN(C1CN(C1)C(=O)OC(C)(C)C)C(=O)C1=C(C(C)C)N2[C@H](c3ccc(Cl)cc3)[C@@](C)(N=C2S1)c1ccc(Cl)cc1,ippidb,7.7037,3,3,6,5,629.654,7.92,7.4
OCc1cc(Nc2ccc3N(CCc4c[nH]c5ccccc45)C(=O)C(F)(F)Oc3c2)ccn1,ippidb,4.3597,4,3,6,5,450.445,5,6.24
Clc1ccc2c(CCNc3ccc(Nc4ccnc5ccccc45)cc3)c[nH]c2c1,ippidb,6.7677,1,3,6,5,412.924,7,7.41
CN1CCN(CCc2c[nH]c3ccccc23)c2ccc(Nc3ccnc(CO)c3)cc12,ippidb,4.2977,2,3,6,5,413.525,5.52,6.15
