SMILES,database,MolLogP,Acceptor_Count,Donor_Count,NumRotatableBonds,RingCount,MolWt,Experimental IC50 (log10),pdCSM-PPI
N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H]2CSSC[C@H](NC(=O)[C@H](CC3CCCCC3)NC2=O)C(=O)O,timbal,1.1664,6,6,7,3,538.692,4.74472749489669,5.99
COc1cc(N[C@@H](Cc2ccc(NC(=O)c3c(Cl)cncc3Cl)cc2)C(=O)O)nc(n1)S(=O)(=O)C,timbal,2.9506,9,3,9,3,540.385,6,7.13
CC(=O)N1CSC[C@@H]1C(=O)N[C@@H](Cc2ccc(OCc3c(F)cccc3F)cc2)C(=O)O,timbal,2.5771,7,3,8,3,464.49,7.22184874961636,6.94
CCOC(=O)C[C@H](NC(=O)CN(CCCOC)C(=O)Cc1ccc(NC(=O)Nc2ccccc2C)cc1)c3ccc(OC)cc3,timbal,4.86592,7,4,16,3,618.731,4.1249387366083,5.78
C[C@]1(CCCN1S(=O)(=O)c2cc(Cl)cc(Cl)c2)C(=O)N[C@@H](Cc3ccc(cc3)c4ccccn4)C(=O)O,timbal,4.4107,6,2,8,4,562.475,7.012780770092,6.63
Cc1cc(C)c(c(C)c1)S(=O)(=O)N[C@@H](CNC(=O)CO[C@@H]2C[C@@H](CNc3ccccn3)N(CCCc4ccccc4)C2)C(=O)O,timbal,3.05896,7,5,16,4,637.803,6.17392519729917,8.68
CCC1(CC)CCNC(=O)[C@H](CSSC[C@H](NC1=O)C(=O)O)NC(=O)[C@@H](N)Cc2ccc(O)cc2,timbal,1.0239,6,6,7,2,526.681,8.4089353929735,6.04
OC(=O)[C@H](CNC(=O)CO[C@@H]1C[C@@H](CNc2ccccn2)N(C1)C(=O)OCc3ccccc3)NC(=O)c4ccccc4,timbal,2.2892,8,5,13,4,575.622,6.80966830182971,7.55
CCn1cc(C(=O)Nc2ccc(CC(=O)N3C[C@@H](F)C[C@H]3CO[C@@H]4CC[C@H](CC4)C(=O)O)cc2Cl)c5ccccc15,timbal,5.7084,6,3,9,5,584.088,6.6903698325741,6.85
COC(=O)[C@H](Cc1ccc2ccccc2c1)N3CC[C@@H](C)N([C@@H](CC(C)C)C3=O)C(=O)Cc4ccc5ncccc5c4,timbal,5.5789,5,2,8,5,565.714,5.58502665202918,5.8
COc1ccnc(NC[C@@H]2C[C@H](CN2C(=O)CC(C)(C)C)OCC(=O)NC[C@H](NC(=O)C3(C)CCCCC3)C(=O)O)c1,timbal,2.5804,8,5,13,3,589.734,5.36653154442041,8.23
COc1cccc(OC)c1c2ccc(CC(NC(=O)C3(CCCC3)c4ccccc4)C(=O)O)cc2,timbal,4.9947,5,2,9,4,473.569,6.95860731484177,7.31
CC(C)C[C@H](NC(=O)Cc1ccc(NC(=O)Nc2ccccc2C)cc1)C(=O)N3CCC(CC3)C(=O)O,timbal,4.03562,5,5,9,3,508.619,5.32790214206428,6.25
CN(C)C(=O)Oc1ccc(C[C@H](Nc2ncncc2c3c(F)cccc3F)C(=O)O)cc1,timbal,3.59,8,3,7,3,442.422,7.56863623584101,7.45
CNC(=O)[C@H](Cc1ccc2ccccc2c1)N3CCC(=O)N(CC(=O)Nc4ccncc4)[C@@H](CC(C)C)C3=O,timbal,3.0062,5,4,9,4,529.641,5.43179827593301,6.42
COC1=C(C(=O)N(Cc2ccccc2)N=C1)c3ccc(C[C@H](NC(=O)c4c(Cl)cccc4Cl)C(=O)O)cc3,timbal,4.6997,6,2,9,4,552.414,7,6.78
CC(C)C[C@H](NC(=O)Cc1ccc(O)cc1)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C(C)C)C(=O)O,timbal,0.6505,8,6,13,1,479.53,6.36653154442041,6.48
COC1=C(C(=O)N(C)N=C1)c2ccc(C[C@H](NC(=O)OCc3ccccc3)C(=O)O)cc2,timbal,2.378,7,2,8,3,437.452,6.24412514432751,6.93
COc1cccc(OC)c1c2ccc(C[C@H](NC(=O)[C@]3(CCCO3)c4ccc(Cl)cc4)C(=O)O)cc2,timbal,4.842,6,2,9,4,509.986,8.32330639037513,8.3
C[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](CSSC[C@H](NC1=O)C(=O)O)NC(=O)[C@@H](N)Cc3ccc(O)cc3,timbal,-0.7931,7,7,5,3,553.663,6.63827216398241,6.73
N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H]2CSSC[C@H](NC(=O)[C@@H](NC2=O)C3CCCCC3)C(=O)O,timbal,0.7763,6,6,6,3,524.665,3.93930215964639,5.61
COC1=C(C(=O)N(C)N=C1)c2ccc(C[C@H](NC(=O)c3c(Cl)cccc3Cl)C(=O)NS(=O)(=O)C)cc2,timbal,2.1796,7,2,8,3,553.424,6,6.03
C[n+]1ccc(C(=O)Nc2ccc(C[C@H](NC(=O)[C@]3(C)CCCN3S(=O)(=O)c4cc(Cl)cc(Cl)c4)C(=O)O)cc2)c(Cl)c1,timbal,4.0789,6,3,9,4,654.98,9.79588001734408,9.41
OC(=O)[C@H](CNC(=O)C1=NOC(CCCCNc2ncc[nH]2)C1)NS(=O)(=O)c3cccc4ccccc34,timbal,1.8379,7,6,13,4,528.591,7.29242982390206,6.88
Cc1ccc(cc1)C(CC(=O)O)Cc2csc(CCCc3ccc4CCCNc4n3)n2,timbal,5.18092,4,2,9,4,435.593,7.95624487303132,6.91
OC(=O)[C@H](Cc1ccc(cc1)N2C(=O)CC3(CCCC3)CC2=O)NC(=O)[C@@H]4CCC(=O)N4Cc5ccccc5,timbal,3.2035,6,3,8,5,531.609,7.24412514432751,7.28
C[C@@]1(CCCO1)C(=O)N[C@@H](Cc2ccc(cc2)c3c(OC4CC4)cccc3OC5CC5)C(=O)O,timbal,4.117,6,2,10,5,465.546,8.61978875828839,7.38
COc1cccc(OC)c1c2ccc(CC(Nc3cc(Cl)cc(Cl)c3)C(=O)O)cc2,timbal,5.7854,4,2,8,3,446.33,5.18775530319963,6.66
CC(C)C[C@H](NC(=O)Cc1ccc(NC(=O)Nc2ccccc2C)cc1)C(=O)N[C@@H](CC(=O)O)C(=O)O,timbal,2.75652,7,6,12,2,512.563,7.16749108729376,6.45
COc1ccnc(Cl)c1C(=O)Nc2ccc(C[C@H](NC(=O)[C@]3(C)CCCN3S(=O)(=O)c4cc(Cl)cc(Cl)c4)C(=O)O)cc2,timbal,4.658,8,3,10,4,669.971,10.0969100130081,9.45
CCCOc1nc(N[C@@H](Cc2ccc(NC(=O)c3c(Cl)cncc3Cl)cc2)C(=O)O)nc(OCCC)n1,timbal,4.5111,9,3,13,3,549.415,7.30102999566398,6.39
COC1=C(C(=O)N(C)N=C1)c2ccc(C[C@H](NC(=O)N(C(C)C)c3ccccc3)C(=O)O)cc2,timbal,3.0762,6,2,8,3,464.522,7.03621217265444,7.13
CCCCS(=O)(=O)NC(CNC(=O)c1cc2cc(OCCON=C(N)N)ccc2[nH]1)C(=O)O,timbal,-0.3458,7,6,14,2,484.535,7.97881070093006,7.1
NC(=N)NOCCOc1ccc2[nH]c(cc2c1)C(=O)NCC(NC(=O)OCc3ccccc3)C(=O)O,timbal,1.07077,7,7,12,3,498.496,8.14266750356873,6.76
CNc1cccc(CCOc2cc(CC(CC(=O)O)c3ccc4OCOc4c3)on2)n1,timbal,3.2625,7,2,10,4,425.441,8.60380065290426,8.15
OC(=O)CC(Cc1onc(OCCc2ccc3CCCNc3n2)c1)c4cnc(s4)c5ccc(Cl)cc5,timbal,5.6271,6,2,10,5,525.03,6.88272870434424,7.24
OC(=O)[C@H](CNC(=O)c1cccc2c1cnn2CCCNC3=NCCN3)NC(=O)OCc4ccccc4,timbal,1.0846,6,5,11,4,507.551,8.13667713987954,6.97
OC(=O)C(CNC(=O)CN1C(=O)N[C@@H](CC(=O)NCc2nc3ccccc3[nH]2)C1=O)NC(=O)OCc4ccccc4,timbal,-0.0146,9,8,12,4,565.543,5.30102999566398,6.87
NC(=N)NCCC[C@@H]1NC(=O)N(CC(=O)NCC(\N=C(/S)\NCc2ccccc2)C(=O)O)C1=O,timbal,-1.18493,5,9,12,2,492.562,5,6.68
OC(=O)C(CNC(=O)CN1C(=O)N[C@@H](CC(=O)NNC2=NCCN2)C1=O)NC(=O)OCc3ccccc3,timbal,-2.6273,8,8,10,3,518.487,6.23657200643706,6.92
CC(C)[C@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H](CC(=O)O)NC(=O)CN(C)C(=O)[C@H](CCCN=C(N)N)NC1=O,timbal,-2.1754,7,8,9,2,588.666,7.34678748622466,6.05
C[C@H](NC(=O)c1ccc(cc1)C(=N)N)C(=O)N2CCC(CC2)OCC(=O)O,timbal,0.18117,5,5,7,2,376.413,8.72124639904717,6.76
OC(=O)C[C@H](NC(=O)CNC(=O)CCCc1ccc2CCCNc2n1)c3cccnc3,timbal,1.6058,6,4,10,3,425.489,8.05551732784983,7.68
COc1ccc(cn1)[C@H](CC(=O)O)N2CCN(CCC(=O)c3ccc4CCCNc4n3)C2=O,timbal,2.3697,7,4,9,4,453.499,8.52287874528034,9.08
OC(=O)C[C@H](N1CCN(CCCc2ccc3CCCNc3n2)C1=O)c4cccnc4,timbal,2.7209,5,4,8,4,409.49,9.60205999132796,8.94
COc1ccc(cc1F)[C@H](CC(=O)O)N2CCN(CCCc3ccc4CCCNc4n3)C2=O,timbal,3.4736,6,4,9,4,456.518,9.45593195564972,8.75
OC(=O)C[C@H](N1CCN(CCCc2ccc3CCCNc3n2)C1=O)c4ccc5CCOc5c4,timbal,3.2608,5,4,8,5,450.539,10,8.86
COC(=O)[C@H](CC(=O)O)NC(=O)C1CCCN(C1)C(=O)[C@H](CCCCN)NC(=O)OC(C)(C)C,timbal,0.3798,8,5,11,1,486.566,7.53760200210104,6.15
CC(C)(C)OC(=O)N[C@@H](CCCCNC(=O)OCc1ccccc1)C(=O)N2CCC[C@H](C2)C(=O)NCCC(=O)O,timbal,2.8059,8,5,13,2,562.664,4.69897000433602,6.81
NCCCCCC(=O)N1CCCC(CNCCC(=O)O)C1,timbal,0.8084,3,4,10,1,299.415,5.23657200643706,6.87
CC(C)NCCCCC(NC(=O)OC(C)(C)C)C(=O)NC12CC3CC(CC(C3)(C1)NCC(=O)O)C2,timbal,2.9298,5,5,12,4,494.677,4.52432881167557,6.25
O=C1NC(=O)\C(=C\c2c[nH]c3ccccc23)\C(=O)N1c4ccccc4,timbal,2.8343,3,2,2,4,331.331,6.04575749056068,5.06
O=C1NC(=O)\C(=C\c2c[nH]c3ccccc23)\C(=O)N1c4cccc5ccccc45,timbal,3.9875,3,2,2,5,381.391,7.22184874961636,6.47
O=C1NC(=O)\C(=C\c2occc2)\C(=O)N1c3ccccc3,timbal,1.946,3,1,2,3,282.255,5.88605664769316,5.28
OC(=O)[C@H](Cc1ccc(NC(=O)c2c(Cl)cccc2Cl)cc1)NC(=O)C3(CCCC3)c4ccccc4,timbal,5.8696,4,3,8,4,525.432,7.00877392430751,7.92
OC(=O)[C@@H]1CC[C@H](CC1)OC[C@@H]2C[C@H](F)CN2C(=O)Cc3cc(Cl)c(NC(=O)c4noc5ccccc45)cc3F,timbal,5.0141,8,3,8,5,575.996,6.89279003035213,6.92
Nc1ccc(Sc2ccc(Cl)cc2Cl)c(Cl)c1,timbal,5.3802,0,1,2,2,304.629,5.76955107862173,5.27
C[C@@H]1NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H]2CC(O)CN2C1=O)C(=O)O)NC(=O)[C@@H](N)Cc3ccc(O)cc3,timbal,-1.8223,8,8,5,3,569.662,8.30102999566398,6.36
OC[C@@H]1NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H]2CCCN2C1=O)C(=O)O)NC(=O)c3cccc4c3Cc5ccccc45,timbal,0.7887,7,6,4,5,598.703,5.82390874094432,6.3
N\C(=N/CC#C)\c1ccc(cc1)C(=O)Nc2ccc3OCC(CC(=O)O)Cc3c2,timbal,2.3032,4,3,6,3,391.427,9.88605664769316,9.08
N\C(=N/Cc1occc1)\c2ccc(cc2)C(=O)Nc3ccc4CCC(CC(=O)O)Cc4c3,timbal,4.017,3,3,7,4,431.492,9.69897000433602,9.17
Cc1cccc(C)c1NC(=O)Nc2ccc(CC(=O)NCCCCCCCCCCCCNC(=O)CCCC[C@@H]3SC[C@@H]4NC(=O)N[C@H]34)cc2,timbal,7.34914,4,6,22,4,706.998,4.01010543628123,5.29
c1cc(cc(c1)C(F)(F)F)c2csc(n2)n3c(c(cn3)C(=O)NCCCNC4CCCCC4)C(F)(F)F,timbal,6.0756,3,2,8,4,545.553,4.60205999132796,4.85
Cc1cc(C)c(c(C)c1)S(=O)(=O)N[C@@H](CNC(=O)C2=NOC(CCCc3c[nH]c(N)n3)C2)C(=O)O,timbal,0.93266,7,6,11,3,506.585,7.33724216831843,7.11
Cc1cc(C)c(c(C)c1)S(=O)(=O)N[C@@H](CNC(=O)C2=NOC(CCCCNC3=NCCN3)C2)C(=O)O,timbal,0.32356,6,5,12,3,522.628,7.20760831050175,6.85
Cc1ccccc1NC(=O)Nc2ccc(cc2)CC(=O)N(CCC(C)C)CC(=O)NC(CC(=O)[O-])c3ccccc3,timbal,4.05372,4,4,13,3,557.671,7.53760200210104,5.73
CC(C)C[C@H](NC(=O)Cc1ccc(NC(=O)Nc2ccccc2C)cc1)C(=O)N[C@H](CC=C)CC(=O)O,timbal,4.24802,5,5,13,2,508.619,7.78251605578609,5.82
OC(=O)[C@H](CNC(=O)c1cccs1)NC(=O)c2c(Cl)cc3CN(CCc3c2Cl)C(=O)c4ccc5CCOc5c4,timbal,3.8013,6,4,7,5,588.469,7.88605664769316,7.74
OC(=O)[C@H](CNC(=O)C1CCCCC1)NC(=O)c2c(Cl)cc3CN(CCc3c2Cl)C(=O)c4ccc(Cl)cc4,timbal,4.7248,5,4,7,4,580.896,6.26760624017703,7.37
OC(=O)[C@H](CNC(=O)c1cccs1)NC(=O)c2c(Cl)cc3CN(CCc3c2Cl)C(=O)\C=C\c4occc4,timbal,3.859,5,4,8,4,562.431,7.60205999132796,7.1
CCOc1ccc(cc1)\N=C/2\S\C(=C/c3ccc(cc3)N(C)C)\C(=O)N2CC,timbal,4.7752,2,1,6,3,395.528,7.61978875828839,6.1
Nc1nc(O)c2nc(CCCNc3ccc(cc3)C(=O)NC(CCC(=O)O)C(=O)O)cnc2n1,timbal,0.8001,10,6,11,3,469.458,7.2839966563652,7.83
CN1CCNc2nc(CCCc3nc(CC(CC(=O)O)c4ccc5OCOc5c4)cs3)ccc12,timbal,4.1048,6,2,9,5,480.59,9.21467016498923,8.52
CC(=O)N1CCN(CC1)C(=O)\C=C\c2ccc(Sc3ccc4c(ccn4CC(=O)O)c3)c(Cl)c2,timbal,4.2344,4,3,6,4,498.004,6.48148606012211,5.84
Nc1ccc(Sc2ccc3ccccc3c2Cl)c(Cl)c1,timbal,5.88,0,1,2,3,320.244,5.63827216398241,5.88
COc1ccccc1c2ccc(C[C@H](NC(=O)C3(CCCC3)S(=O)(=O)C4CCCCC4)C(=O)O)cc2,timbal,4.5344,6,2,9,4,513.656,7.2839966563652,7.33
CS(=O)(=O)N1CCC(C[C@H](NC(=O)c2c(Cl)cc3CN(CCc3c2Cl)C(=O)c4ccc5ccoc5c4)C(=O)O)C1,timbal,3.7927,6,3,7,5,608.5,6,7.63
OC(=O)[C@H](Cc1c[nH]cn1)NC(=O)c2c(Cl)cc3CN(CCc3c2Cl)C(=O)c4ccc(Cl)cc4,timbal,3.9941,5,5,6,4,521.788,6.36653154442041,7.44
CS(=O)(=O)c1oc(C[C@H](NC(=O)c2c(Cl)cc3CN(CCc3c2Cl)C(=O)c4ccc5ccoc5c4)C(=O)O)cc1,timbal,4.3603,6,3,7,5,605.452,7.01772876696043,7.32
OC(=O)CC(CC1CCN(CC1)C(=O)CCc2ccc3CCCNc3n2)c4ccc5ccccc5c4,timbal,5.4127,4,3,8,5,485.628,8.72124639904717,6.56
CC(C)(C)OC(=O)[C@@H]1C[C@H](CC(=O)O)[C@H]2CC[C@H](NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)N12,timbal,-0.74233,6,7,9,2,468.555,6.51712641639125,5.17
Cc1ccccc1NC(=O)Nc2ccc(CC(=O)C3CCC(CC3)(C(=O)N[C@@H](Cc4ccccc4)C(=O)O)c5ccccc5)cc2,timbal,6.69092,5,4,11,5,617.746,8.09151498112135,6.46
NC(=N)NC(=N)Nc1cc(Cl)cc(Cl)c1,timbal,1.82314,0,5,1,1,246.101,4.47495519296315,4.24
COc1cc(NS(=O)(=O)c2ccc(NC(=O)COc3ccc(Cl)cc3Cl)cc2)nc(OC)n1,timbal,3.6189,8,2,9,3,513.359,3.86327943284359,4.81
NC(=N)NC(=N)Nc1ccc(SC(F)F)cc1,timbal,1.83104,0,5,3,1,259.285,3.74933608053676,4
NC(=N)NC(=N)Nc1cccc(Cl)c1Cl,timbal,1.82314,0,5,1,1,246.101,4.05898575629443,4.36
COc1cc(\C=C/2\C(=NN(C2=O)c3ccc(cc3)C(=O)O)C)ccc1OC(=O)c4ccccc4,timbal,4.4187,6,1,6,4,456.454,3.84436036624022,6.18
NC(=N)NC(=N)Nc1cccc(Cl)c1,timbal,1.16974,0,5,1,1,211.656,3.71987710369769,3.83
NC(=N)NC(=N)Nc1ccc(Cl)c(Cl)c1,timbal,1.82314,0,5,1,1,246.101,4.4145392704915,4.13
NC(=N)NC(=N)Nc1ccc(F)c(Cl)c1,timbal,1.30884,1,5,1,1,229.646,4.01188715973165,4
Cn1cnnc1SCC(=O)Nc2ccc(c(O)c2)c3oc4cc(NC(=O)CSc5nncn5C)ccc4n3,timbal,2.919,8,3,9,5,551.614,3.79021698515148,5.63
NC(=N)NC(=N)Nc1cc(ccc1Cl)C(F)(F)F,timbal,2.18854,0,5,1,1,279.653,3.8955128886876,4.15
NC(=N)c1ccc(COc2ccc3C(=O)N(CC(=O)O)C=Cc3c2)cc1,timbal,1.94917,4,3,6,3,351.362,5.3767507096021,6.57
OC(CNC(=O)[C@@H]1CCCN(C1)C(=O)CCC2CCNCC2)C(=O)O,timbal,-0.4335,5,5,7,2,355.435,8.45593195564972,7.41
Cc1ccccc1NC(=O)Nc2ccc(CC(=O)Nc3cn(CCC(=O)O)c(C)n3)cc2,timbal,3.79984,5,4,8,3,435.484,5.52287874528034,6.75
CN(CC(C(=O)O)c1ccc2CCOc2c1)C(=O)CCCCc3nc4NCCCc4cc3C5CC5,timbal,4.2916,5,3,10,5,477.605,9.30980391997149,8.82
OC(=O)CCC1CC1c2ccc(OCc3ccc4CCCNc4n3)cc2,timbal,3.987,4,2,7,4,352.434,6,7.75
CNc1cccc(CCOc2ccc(cc2)C3CC3CC(=O)O)n1,timbal,3.323,4,2,8,3,326.396,8.15490195998574,7.1
COc1nc(N[C@@H](Cc2ccc(cc2)N(C)C(=O)c3c(Cl)cncc3Cl)C(=O)O)nc(OC)n1,timbal,2.975,9,2,9,3,507.334,5.25963731050576,7.07
OC(=O)[C@H](CCCCCCCc1ccc2CCCNc2n1)NC(=O)OCc3ccccc3,timbal,4.7024,5,3,12,3,439.556,8.21467016498923,8.02
OC(=O)[C@H](CCCCCCCc1ccc2CCCNc2n1)NS(=O)(=O)Cc3ccccc3,timbal,3.8956,5,3,13,3,459.612,7.46218090492673,7.63
CCCCS(=O)(=O)N[C@@H](CNC(=O)CCCCc1ccc2CCCNc2n1)C(=O)O,timbal,1.4414,6,4,13,2,440.566,8.63827216398241,8.71
OC(=O)[C@H](CCCCCCCc1ccc2CCCNc2n1)NC(=O)c3ccccc3,timbal,4.206,4,3,11,3,409.53,7.1444808443322,7.77
Cc1ccccc1NC(=O)Nc2ccc(CC(=O)N3CCCC3C(=O)N4CCN(CC(=O)O)CC4)cc2,timbal,2.40132,5,6,7,4,507.591,7.88605664769316,8.33
COc1cc(CC(=O)N2CCCC2C(=O)N3CCN(CC(=O)O)CC3)ccc1NC(=O)Nc4ccccc4C,timbal,2.40992,6,6,8,4,537.617,8.79588001734408,8.03
Clc1cc(Cl)cc(c1)S(=O)(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc3ccc(NC(=O)c4c(Cl)cncc4Cl)cc3)c5nn[nH]n5,timbal,4.7139,8,5,9,5,684.393,7.22184874961636,6.05
NC(=N)NCCCCCCCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C2N=NN=N2,timbal,1.65617,4,6,16,2,487.565,5.69897000433602,5.2
Cc1cc(C)c(c(C)c1)S(=O)(=O)N[C@@H](CNC(=O)C2=NOC(CCCCN=C(N)N)C2)C(=O)O,timbal,0.04816,6,5,12,2,496.59,6.77211329538633,7.05
CN(Cc1nc2ccccc2[nH]1)C(=O)c3ccc4CC(CC(=O)O)c5ccccc5Cc4c3,timbal,4.5403,4,4,5,5,439.515,5.74472749489669,6.97
COc1cc(ccn1)C2(CCCC2)C(=O)N[C@@H](Cc3ccc(cc3)c4ccccc4OC)C(=O)O,timbal,4.3897,6,2,9,4,474.557,7.82390874094432,7.18
COc1ccccc1c2ccc(C[C@H](NC(=O)C3(CCCC3)c4cnc5ccccc5c4)C(=O)O)cc2,timbal,5.5343,5,2,8,5,494.591,7.00877392430751,6.79
Cc1cccc(C)c1NC(=O)Nc2ccc(CC(=O)Nc3ccc(OCC(=O)OC(C)(C)C)c(CCC(=O)O)c3)cc2,timbal,5.86634,7,4,11,3,575.662,4.16494389827988,7.21
CCCN(C(=O)C(CC(=O)OC)C(=O)O)C1=C(C)CC(N(Cc2ccc(N)cc2)C1=O)c3ccccc3,timbal,3.5189,6,4,10,3,507.587,4.34678748622466,6.94
OC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)c3c(Cl)cc4CN(CCc4c3Cl)C(=O)c5ccc(Cl)cc5,timbal,5.7523,4,4,6,5,570.86,6.09151498112135,8.35
CC(=O)N1CCN(CC1)C(=O)\C=C\c2ccc(Sc3cc4[nH]c(O)nc4cc3Cl)c(Cl)c2,timbal,4.4304,4,5,4,4,491.4,6.10237290870956,7.47
OC(=O)C(CNC(=O)CN1C(=O)N[C@@H](CCCNC2=NCCN2)C1=O)NC(=O)OCc3ccccc3,timbal,-1.2684,7,7,12,3,503.516,7.69897000433602,6.34
CS(=O)(=O)Nc1ccc(cc1)C2=NN(C(C2)c3occc3)C(=O)CCCC(=O)O,timbal,2.5837,5,2,8,3,419.459,6.21824462534753,7.14
CNc1cccc(CCOc2ccc3c(CCC(=O)O)csc3c2)n1,timbal,3.9767,4,2,8,3,356.447,5.10790539730952,6.5
NCCCCCC(=O)N1CCCC(C1)C(=O)NCCC(=O)O,timbal,0.335,4,4,9,1,313.398,7.88605664769316,5.75
OC(=O)[C@@H]1CC[C@H](CC1)OC[C@@H]2C[C@H](F)CN2C(=O)Cc3cc(Cl)c(NC(=O)c4n[nH]c5ccccc45)cc3F,timbal,4.7492,8,5,8,5,575.012,6.96657624451305,7.18
COc1ccc(CCNC(=O)C(CC(=O)O)NC(=O)CCCCCCCN=C(N)N)cc1,timbal,0.9274,5,5,16,1,449.552,5.04575749056068,6.8
COc1ccccc1c2ccc(C[C@H](NC(=O)C3(CCCC3)c4cncc5ccccc45)C(=O)O)cc2,timbal,5.5343,5,2,8,5,494.591,6.92081875395238,6.98
CCOc1cc(\C=C/2\S\C(=N/c3ccc(cc3)C(=O)O)\N(C)C2=O)ccc1O,timbal,3.7229,5,3,5,3,398.44,6.61978875828839,7.38
OC(=O)C[C@@H](NC(=O)[C@@H]1CCN1S(=O)(=O)c2cc(Cl)cc(Cl)c2)c3ccccc3,timbal,3.0886,5,2,7,3,457.335,8.61978875828839,6.2
CNC(=O)[C@H](Cc1ccc2ccccc2c1)N3CCC(=O)N(C\C=C\c4ccncc4)[C@@H](CC(C)C)C3=O,timbal,4.0809,4,3,9,4,512.654,7.61978875828839,6.42
COc1ccc(cn1)C(CC(=O)O)Cc2csc(CCCc3ccc4CCCNc4n3)n2,timbal,4.2761,6,2,10,4,452.58,8.9100948885606,8.27
C[C@@H]1NC(=O)[C@H](CSSC[C@H](NC(=O)C2(Cc3ccccc3C2)NC1=O)C(=O)O)NC(=O)[C@@H](N)Cc4ccc(O)cc4,timbal,-0.1303,7,7,5,4,615.734,4.44369749923271,6.74
OC(=O)[C@H](CNC(=O)c1c[nH]c2ccccc12)NC(=O)c3c(Cl)cc4CN(CCc4c3Cl)C(=O)c5ccc(Cl)cc5,timbal,4.9396,5,5,7,5,613.885,6.09151498112135,6.94
OC(=O)C(CNC(=O)CCC1CCc2cc3CCCNc3nc2C1)c4ccc5CCOc5c4,timbal,3.2443,5,3,7,5,449.551,9.14266750356873,8.34
CC(CNC(=O)C1CCC2(CC1)CCN(CC2)c3ccncc3)CC(=O)O,timbal,3.0854,4,2,6,3,373.497,6.47886191629596,6.65
NC(=N)NC(=N)Nc1ccc(Cl)cc1,timbal,1.16974,0,5,1,1,211.656,3.82798119057544,3.79
CC(C)[C@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CCCN=C(N)N)N(C)C1=O,timbal,-2.1754,7,8,9,2,588.666,5.2839966563652,6.05
OC(=O)CCNC(=O)CN1CC[C@H](CCc2ccc3CCCNc3n2)C1=O,timbal,0.8117,5,4,8,3,374.441,6.63827216398241,7.55
CNc1cccc(CCOc2ccc3c(CCC(=O)O)coc3c2)n1,timbal,3.5082,4,2,8,3,340.379,6.3767507096021,5.15
COc1cc(NS(=O)(=O)c2ccc(N\C=C/3\C(=NN(C3=O)c4ccc(I)cc4)C)cc2)nc(OC)n1,timbal,3.6177,7,2,8,4,620.429,4.27164621797877,4.82
NC(=N)NOCCOc1ccc2[nH]c(cc2c1)C(=O)NCC(NC(=O)c3ccccc3)C(=O)O,timbal,0.57437,6,7,11,3,468.47,6.50863830616573,7.28
CC(C)[C@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H](CC(=O)O)N(C)C(=O)CNC(=O)[C@H](CCCN=C(N)N)NC1=O,timbal,-2.1754,7,8,9,2,588.666,6.2518119729938,6.16
Cc1onc(C)c1S(=O)(=O)N[C@@H](CNC(=O)C2CCC3(CC2)CCN(CC3)c4ccncc4)C(=O)O,timbal,2.01114,7,3,8,4,519.624,9,7.78
Oc1cc(n[nH]1)[C@H](Cc2ccc(NC(=O)c3c(Cl)cncc3Cl)cc2)NC(=O)[C@@H]4CCCN4S(=O)(=O)c5cc(Cl)cc(Cl)c5,timbal,5.6295,7,5,9,5,698.416,6.52287874528034,6.18
OC(=O)C(CNC(=O)CCCCc1nc2NCCCc2cc1C3CC3)c4ccc5CCOc5c4,timbal,3.9494,5,3,10,5,463.578,9.53760200210104,8.74
NC(=N)NCCC[C@@H]1NC(=O)N(CC(=O)NCC(NC(=O)NCc2ccccc2)C(=O)O)C1=O,timbal,-1.76113,6,9,12,2,476.494,6.24412514432751,6.13
CN(C)C(=O)Oc1ccc(C[C@H](Nc2nc(nc3ccccc23)N(C)C4CCCCC4)C(=O)O)cc1,timbal,4.5669,6,3,8,4,491.592,8.09691001300806,7.75
COCc1ncc(s1)C(CC(=O)O)Cc2csc(CCCc3ccc4CCCNc4n3)n2,timbal,4.4754,6,2,11,4,472.636,8.92081875395238,7.45
OC(=O)CC(CCC1CCN(CC1)C(=O)CCCNc2ccccn2)c3ccc4OCOc4c3,timbal,4.2797,6,3,11,4,467.566,4.96329127843011,8.17
CN(Cc1nc2ccccc2[nH]1)C(=O)c3ccc4N[C@@H](CC(=O)O)C(=O)N(C)Cc4c3,timbal,2.0623,5,6,5,4,421.457,6.83863199776503,6.87
